Student_ID,Sex,Race-Ethnicity,Eco_Dis,Program,Course,Predicted_Grade,Project_Grade,Final_Grade,2020_indicator,Final Grade > Project Grade,Final Grade > Predicted Grade,Final Grade > Both,Final Grade <Both,Moved to Below Passing
2325,F,W,1,COURSE,"THEATRE, SL",2,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
7466,F,H,1,COURSE,"ENGLISH A: Language and Literature, HL",4,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
7466,F,H,1,COURSE,"SPANISH B, SL",7,7,6,1,FALSE,FALSE,FALSE,TRUE,FALSE
7466,F,H,1,COURSE,"ENVIRONMENTAL SYSTEMS AND SOCIETIES, SL",2,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
7466,F,H,1,COURSE,"HISTORY, HL",2,3,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
7466,F,H,1,COURSE,"MATH.STUDIES, SL",4,4,3,1,FALSE,FALSE,FALSE,TRUE,TRUE
7466,F,H,1,COURSE,"VISUAL ARTS, SL",2,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
2210,M,H,1,COURSE,"SPANISH AB INITIO., SL",2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
2210,M,H,1,COURSE,"HISTORY, HL",1,2,2,1,FALSE,TRUE,FALSE,FALSE,FALSE
2210,M,H,1,COURSE,"BIOLOGY, SL",2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
2210,M,H,1,COURSE,"MATH.STUDIES, SL",1,4,2,1,FALSE,TRUE,FALSE,FALSE,FALSE
2210,M,H,1,COURSE,"MUSIC, SL",0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE
6249,M,H,0,COURSE,"ENGLISH A: Language and Literature, HL",4,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
6249,M,H,0,COURSE,"SPANISH B, SL",7,6,5,1,FALSE,FALSE,FALSE,TRUE,FALSE
6249,M,H,0,COURSE,"ENVIRONMENTAL SYSTEMS AND SOCIETIES, SL",1,2,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
6249,M,H,0,COURSE,"HISTORY, HL",2,3,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
6249,M,H,0,COURSE,"MATH.STUDIES, SL",4,4,3,1,FALSE,FALSE,FALSE,TRUE,TRUE
6249,M,H,0,COURSE,"THEATRE, SL",3,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
2033,M,H,1,COURSE,"SPANISH AB INITIO., SL",3,5,4,1,FALSE,TRUE,FALSE,FALSE,FALSE
2033,M,H,1,COURSE,"BIOLOGY, SL",2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
6452,M,H,1,COURSE,"ENGLISH A: Language and Literature, HL",2,3,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
6452,M,H,1,COURSE,"SPANISH B, SL",3,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
6452,M,H,1,COURSE,"HISTORY, HL",1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
6452,M,H,1,COURSE,"BIOLOGY, SL",2,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
6452,M,H,1,COURSE,"MATH.STUDIES, SL",2,3,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
6452,M,H,1,COURSE,"VISUAL ARTS, SL",2,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
3263,M,H,0,COURSE,"ENGLISH A: Language and Literature, HL",5,4,4,1,FALSE,FALSE,FALSE,FALSE,FALSE
3263,M,H,0,COURSE,"SPANISH B, SL",4,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
3263,M,H,0,COURSE,"ENVIRONMENTAL SYSTEMS AND SOCIETIES, SL",3,3,2,1,FALSE,FALSE,FALSE,TRUE,FALSE
3263,M,H,0,COURSE,"HISTORY, HL",4,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
3263,M,H,0,COURSE,"MATH.STUDIES, SL",4,5,4,1,FALSE,FALSE,FALSE,FALSE,FALSE
3263,M,H,0,COURSE,"MUSIC, SL",4,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
1915,M,H,1,COURSE,"ENGLISH A: Language and Literature, HL",1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
1915,M,H,1,COURSE,"SPANISH AB INITIO., SL",4,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
1915,M,H,1,COURSE,"ENVIRONMENTAL SYSTEMS AND SOCIETIES, SL",3,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1915,M,H,1,COURSE,"MATH.STUDIES, SL",2,4,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
3049,M,W,1,COURSE,"ENGLISH A: Language and Literature, HL",2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
3049,M,W,1,COURSE,"SPANISH AB INITIO., SL",3,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
3049,M,W,1,COURSE,"ENVIRONMENTAL SYSTEMS AND SOCIETIES, SL",2,2,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
3049,M,W,1,COURSE,"HISTORY, HL",2,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
3049,M,W,1,COURSE,"MATH.STUDIES, SL",2,4,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
3049,M,W,1,COURSE,"FILM, SL",2,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
3026,M,H,1,COURSE,"ENGLISH A: Language and Literature, HL",4,3,4,1,TRUE,FALSE,FALSE,FALSE,FALSE
3026,M,H,1,COURSE,"SPANISH B, SL",7,7,6,1,FALSE,FALSE,FALSE,TRUE,FALSE
3026,M,H,1,COURSE,"ENVIRONMENTAL SYSTEMS AND SOCIETIES, SL",1,2,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
3026,M,H,1,COURSE,"HISTORY, HL",2,4,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
3026,M,H,1,COURSE,"BIOLOGY, SL",2,3,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
3026,M,H,1,COURSE,"MATH.STUDIES, SL",2,4,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
5655,M,H,1,COURSE,"SPANISH B, SL",4,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
5655,M,H,1,COURSE,"BIOLOGY, SL",2,3,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
5655,M,H,1,COURSE,"MATH.STUDIES, SL",2,3,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
6338,M,H,1,COURSE,"SPANISH B, SL",6,7,6,1,FALSE,FALSE,FALSE,FALSE,FALSE
6338,M,H,1,COURSE,"ENVIRONMENTAL SYSTEMS AND SOCIETIES, SL",1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
5,M,H,1,COURSE,"ENGLISH A: Language and Literature, HL",2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
5,M,H,1,COURSE,"SPANISH AB INITIO., SL",3,4,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
5,M,H,1,COURSE,"ENVIRONMENTAL SYSTEMS AND SOCIETIES, SL",2,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
5,M,H,1,COURSE,"HISTORY, HL",1,2,2,1,FALSE,TRUE,FALSE,FALSE,FALSE
2115,M,H,1,COURSE,"ENGLISH A: Language and Literature, HL",2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
2115,M,H,1,COURSE,"SPANISH B, SL",6,5,5,1,FALSE,FALSE,FALSE,FALSE,FALSE
2115,M,H,1,COURSE,"ENVIRONMENTAL SYSTEMS AND SOCIETIES, SL",1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
2115,M,H,1,COURSE,"HISTORY, HL",1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
2115,M,H,1,COURSE,"MATH.STUDIES, SL",1,4,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
2016,M,H,1,COURSE,"ENVIRONMENTAL SYSTEMS AND SOCIETIES, SL",1,2,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
2016,M,H,1,COURSE,"HISTORY, HL",2,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
2016,M,H,1,COURSE,"MATH.STUDIES, SL",2,4,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
2016,M,H,1,COURSE,"THEATRE, SL",2,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
1923,F,H,0,COURSE,"ENGLISH A: Language and Literature, HL",2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
6255,M,H,0,COURSE,"ENGLISH A: Language and Literature, HL",4,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
6255,M,H,0,COURSE,"SPANISH B, SL",3,2,3,1,TRUE,FALSE,FALSE,FALSE,FALSE
6255,M,H,0,COURSE,"ENVIRONMENTAL SYSTEMS AND SOCIETIES, SL",2,3,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
6255,M,H,0,COURSE,"HISTORY, HL",3,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
6255,M,H,0,COURSE,"BIOLOGY, SL",2,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
6255,M,H,0,COURSE,"MATH.STUDIES, SL",3,4,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
7207,M,H,1,COURSE,"ENGLISH A: Language and Literature, HL",1,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE
7207,M,H,1,COURSE,"SPANISH AB INITIO., SL",4,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
7207,M,H,1,COURSE,"ENVIRONMENTAL SYSTEMS AND SOCIETIES, SL",1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
7207,M,H,1,COURSE,"HISTORY, HL",0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE
7207,M,H,1,COURSE,"MATHEMATICS, SL",0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE
2341,F,H,1,COURSE,"ENGLISH A: Language and Literature, HL",3,4,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
2341,F,H,1,COURSE,"SPANISH B, HL",5,4,5,1,TRUE,FALSE,FALSE,FALSE,FALSE
2341,F,H,1,COURSE,"HISTORY, HL",4,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
2341,F,H,1,COURSE,"BIOLOGY, SL",2,3,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
2341,F,H,1,COURSE,"MATHEMATICS, SL",2,4,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
2341,F,H,1,COURSE,"FILM, SL",2,3,3,1,FALSE,TRUE,FALSE,FALSE,FALSE
4664,M,H,1,COURSE,"SPANISH B, SL",5,5,4,1,FALSE,FALSE,FALSE,TRUE,FALSE
4664,M,H,1,COURSE,"ENVIRONMENTAL SYSTEMS AND SOCIETIES, SL",0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE
4664,M,H,1,COURSE,"HISTORY, HL",1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
4664,M,H,1,COURSE,"MATH.STUDIES, SL",1,3,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
3109,F,H,1,DIPLOMA,"ENGLISH A: Language and Literature, HL",3,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
3109,F,H,1,DIPLOMA,"SPANISH B, SL",3,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
3109,F,H,1,DIPLOMA,"ENVIRONMENTAL SYSTEMS AND SOCIETIES, SL",2,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
3109,F,H,1,DIPLOMA,"HISTORY, HL",2,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
3109,F,H,1,DIPLOMA,"MATHEMATICS, SL",2,2,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
3109,F,H,1,DIPLOMA,"THEORY OF KNOWLEDGE., TK",3,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
2022,M,H,1,DIPLOMA,"ENGLISH A: Language and Literature, HL",5,5,4,1,FALSE,FALSE,FALSE,TRUE,FALSE
2022,M,H,1,DIPLOMA,"SPANISH B, SL",6,3,4,1,TRUE,FALSE,FALSE,FALSE,FALSE
2022,M,H,1,DIPLOMA,"ENVIRONMENTAL SYSTEMS AND SOCIETIES, SL",3,3,2,1,FALSE,FALSE,FALSE,TRUE,FALSE
2022,M,H,1,DIPLOMA,"HISTORY, HL",4,4,3,1,FALSE,FALSE,FALSE,TRUE,TRUE
2022,M,H,1,DIPLOMA,"MATHEMATICS, SL",2,2,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
2022,M,H,1,DIPLOMA,"THEATRE, HL",5,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
2022,M,H,1,DIPLOMA,"THEORY OF KNOWLEDGE., TK",3,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
2034,F,H,1,DIPLOMA,"ENGLISH A: Language and Literature, HL",5,4,4,1,FALSE,FALSE,FALSE,FALSE,FALSE
2034,F,H,1,DIPLOMA,"SPANISH AB INITIO., SL",4,5,4,1,FALSE,FALSE,FALSE,FALSE,FALSE
2034,F,H,1,DIPLOMA,"HISTORY, HL",4,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
2034,F,H,1,DIPLOMA,"BIOLOGY, SL",3,3,2,1,FALSE,FALSE,FALSE,TRUE,FALSE
2034,F,H,1,DIPLOMA,"MATHEMATICS, SL",2,2,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
2034,F,H,1,DIPLOMA,"DANCE, HL",4,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
2034,F,H,1,DIPLOMA,"THEORY OF KNOWLEDGE., TK",2,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
2278,F,H,1,DIPLOMA,"ENGLISH A: Language and Literature, HL",5,5,4,1,FALSE,FALSE,FALSE,TRUE,FALSE
2278,F,H,1,DIPLOMA,"SPANISH B, SL",6,6,5,1,FALSE,FALSE,FALSE,TRUE,FALSE
2278,F,H,1,DIPLOMA,"ENVIRONMENTAL SYSTEMS AND SOCIETIES, SL",3,4,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
2278,F,H,1,DIPLOMA,"HISTORY, HL",5,4,4,1,FALSE,FALSE,FALSE,FALSE,FALSE
2278,F,H,1,DIPLOMA,"MATHEMATICS, SL",3,5,2,1,FALSE,FALSE,FALSE,TRUE,FALSE
2278,F,H,1,DIPLOMA,"DANCE, HL",4,4,4,1,FALSE,FALSE,FALSE,FALSE,FALSE
2278,F,H,1,DIPLOMA,"THEORY OF KNOWLEDGE., TK",2,3,3,1,FALSE,TRUE,FALSE,FALSE,FALSE
4934,F,H,0,DIPLOMA,"ENGLISH A: Language and Literature, HL",5,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
4934,F,H,0,DIPLOMA,"SPANISH B, SL",5,3,4,1,TRUE,FALSE,FALSE,FALSE,FALSE
4934,F,H,0,DIPLOMA,"ENVIRONMENTAL SYSTEMS AND SOCIETIES, SL",2,3,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
4934,F,H,0,DIPLOMA,"HISTORY, HL",4,4,3,1,FALSE,FALSE,FALSE,TRUE,TRUE
4934,F,H,0,DIPLOMA,"MATHEMATICS, SL",2,3,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
4934,F,H,0,DIPLOMA,"FILM, HL",2,4,3,1,FALSE,TRUE,FALSE,FALSE,FALSE
4934,F,H,0,DIPLOMA,"THEORY OF KNOWLEDGE., TK",2,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
2283,F,H,1,DIPLOMA,"ENGLISH A: Language and Literature, HL",4,4,4,1,FALSE,FALSE,FALSE,FALSE,FALSE
2283,F,H,1,DIPLOMA,"SPANISH B, SL",5,4,4,1,FALSE,FALSE,FALSE,FALSE,FALSE
2283,F,H,1,DIPLOMA,"HISTORY, HL",4,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
2283,F,H,1,DIPLOMA,"BIOLOGY, SL",2,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
2283,F,H,1,DIPLOMA,"MATHEMATICS, SL",2,4,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
2283,F,H,1,DIPLOMA,"DANCE, HL",4,4,4,1,FALSE,FALSE,FALSE,FALSE,FALSE
2283,F,H,1,DIPLOMA,"THEORY OF KNOWLEDGE., TK",3,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
2151,M,H,1,DIPLOMA,"ENGLISH A: Language and Literature, HL",3,2,3,1,TRUE,FALSE,FALSE,FALSE,FALSE
2151,M,H,1,DIPLOMA,"SPANISH B, SL",7,6,6,1,FALSE,FALSE,FALSE,FALSE,FALSE
2151,M,H,1,DIPLOMA,"ENVIRONMENTAL SYSTEMS AND SOCIETIES, SL",3,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
2151,M,H,1,DIPLOMA,"HISTORY, HL",4,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
2151,M,H,1,DIPLOMA,"MATHEMATICS, SL",2,3,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
2151,M,H,1,DIPLOMA,"MUSIC, HL",3,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
2151,M,H,1,DIPLOMA,"THEORY OF KNOWLEDGE., TK",3,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
2160,F,H,1,DIPLOMA,"ENGLISH A: Language and Literature, HL",5,4,4,1,FALSE,FALSE,FALSE,FALSE,FALSE
2160,F,H,1,DIPLOMA,"SPANISH B, SL",7,6,6,1,FALSE,FALSE,FALSE,FALSE,FALSE
2160,F,H,1,DIPLOMA,"HISTORY, HL",3,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
2160,F,H,1,DIPLOMA,"BIOLOGY, HL",3,4,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
2160,F,H,1,DIPLOMA,"MATHEMATICS, SL",4,3,2,1,FALSE,FALSE,FALSE,TRUE,FALSE
2160,F,H,1,DIPLOMA,"MUSIC, SL",4,3,2,1,FALSE,FALSE,FALSE,TRUE,FALSE
2160,F,H,1,DIPLOMA,"THEORY OF KNOWLEDGE., TK",1,1,2,1,TRUE,TRUE,TRUE,FALSE,FALSE
16,F,H,1,DIPLOMA,"ENGLISH A: Language and Literature, HL",2,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE
16,F,H,1,DIPLOMA,"SPANISH B, SL",7,5,5,1,FALSE,FALSE,FALSE,FALSE,FALSE
16,F,H,1,DIPLOMA,"ENVIRONMENTAL SYSTEMS AND SOCIETIES, SL",2,4,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
16,F,H,1,DIPLOMA,"HISTORY, HL",4,4,3,1,FALSE,FALSE,FALSE,TRUE,TRUE
16,F,H,1,DIPLOMA,"BIOLOGY, HL",2,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
16,F,H,1,DIPLOMA,"MATHEMATICS, SL",4,4,3,1,FALSE,FALSE,FALSE,TRUE,TRUE
16,F,H,1,DIPLOMA,"THEORY OF KNOWLEDGE., TK",2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
2084,M,H,0,DIPLOMA,"ENGLISH A: Language and Literature, HL",2,3,3,1,FALSE,TRUE,FALSE,FALSE,FALSE
2084,M,H,0,DIPLOMA,"SPANISH B, SL",3,2,3,1,TRUE,FALSE,FALSE,FALSE,FALSE
2084,M,H,0,DIPLOMA,"HISTORY, HL",3,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
2084,M,H,0,DIPLOMA,"BIOLOGY, HL",2,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
2084,M,H,0,DIPLOMA,"MATHEMATICS, SL",2,3,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
2084,M,H,0,DIPLOMA,"MUSIC, SL",2,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
2084,M,H,0,DIPLOMA,"THEORY OF KNOWLEDGE., TK",2,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
2941,M,H,1,DIPLOMA,"ENGLISH A: Language and Literature, HL",5,5,4,1,FALSE,FALSE,FALSE,TRUE,FALSE
2941,M,H,1,DIPLOMA,"SPANISH B, HL",7,7,7,1,FALSE,FALSE,FALSE,FALSE,FALSE
2941,M,H,1,DIPLOMA,"HISTORY, HL",6,4,4,1,FALSE,FALSE,FALSE,FALSE,FALSE
2941,M,H,1,DIPLOMA,"BIOLOGY, SL",5,4,4,1,FALSE,FALSE,FALSE,FALSE,FALSE
2941,M,H,1,DIPLOMA,"MATHEMATICS, SL",5,4,3,1,FALSE,FALSE,FALSE,TRUE,TRUE
2941,M,H,1,DIPLOMA,"THEATRE, SL",5,4,4,1,FALSE,FALSE,FALSE,FALSE,FALSE
2941,M,H,1,DIPLOMA,"THEORY OF KNOWLEDGE., TK",3,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
2090,F,B,0,DIPLOMA,"ENGLISH A: Language and Literature, HL",4,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
2090,F,B,0,DIPLOMA,"SPANISH AB INITIO., SL",3,4,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
2090,F,B,0,DIPLOMA,"HISTORY, HL",2,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
2090,F,B,0,DIPLOMA,"BIOLOGY, SL",2,3,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
2090,F,B,0,DIPLOMA,"MATHEMATICS, SL",2,2,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
2090,F,B,0,DIPLOMA,"THEATRE, HL",3,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
2090,F,B,0,DIPLOMA,"THEORY OF KNOWLEDGE., TK",2,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
2094,F,H,1,DIPLOMA,"ENGLISH A: Language and Literature, HL",6,4,4,1,FALSE,FALSE,FALSE,FALSE,FALSE
2094,F,H,1,DIPLOMA,"SPANISH B, HL",7,7,7,1,FALSE,FALSE,FALSE,FALSE,FALSE
2094,F,H,1,DIPLOMA,"HISTORY, HL",5,4,4,1,FALSE,FALSE,FALSE,FALSE,FALSE
2094,F,H,1,DIPLOMA,"BIOLOGY, SL",4,4,3,1,FALSE,FALSE,FALSE,TRUE,TRUE
2094,F,H,1,DIPLOMA,"MATHEMATICS, SL",4,5,3,1,FALSE,FALSE,FALSE,TRUE,TRUE
2094,F,H,1,DIPLOMA,"MUSIC, SL",5,3,2,1,FALSE,FALSE,FALSE,TRUE,FALSE
2094,F,H,1,DIPLOMA,"THEORY OF KNOWLEDGE., TK",2,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
2979,F,H,0,DIPLOMA,"ENGLISH A: Language and Literature, HL",6,3,4,1,TRUE,FALSE,FALSE,FALSE,FALSE
2979,F,H,0,DIPLOMA,"SPANISH B, SL",7,6,6,1,FALSE,FALSE,FALSE,FALSE,FALSE
2979,F,H,0,DIPLOMA,"ENVIRONMENTAL SYSTEMS AND SOCIETIES, SL",3,4,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
2979,F,H,0,DIPLOMA,"HISTORY, HL",4,4,3,1,FALSE,FALSE,FALSE,TRUE,TRUE
2979,F,H,0,DIPLOMA,"BIOLOGY, HL",3,3,2,1,FALSE,FALSE,FALSE,TRUE,FALSE
2979,F,H,0,DIPLOMA,"MATHEMATICS, SL",3,5,2,1,FALSE,FALSE,FALSE,TRUE,FALSE
2979,F,H,0,DIPLOMA,"THEORY OF KNOWLEDGE., TK",2,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
2047,M,H,1,DIPLOMA,"ENGLISH A: Language and Literature, HL",5,3,4,1,TRUE,FALSE,FALSE,FALSE,FALSE
2047,M,H,1,DIPLOMA,"SPANISH B, SL",6,5,5,1,FALSE,FALSE,FALSE,FALSE,FALSE
2047,M,H,1,DIPLOMA,"HISTORY, HL",4,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
2047,M,H,1,DIPLOMA,"BIOLOGY, SL",3,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
2047,M,H,1,DIPLOMA,"MATHEMATICS, SL",2,3,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
2047,M,H,1,DIPLOMA,"FILM, HL",4,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
2047,M,H,1,DIPLOMA,"THEORY OF KNOWLEDGE., TK",2,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
2044,F,H,1,DIPLOMA,"ENGLISH A: Language and Literature, HL",5,5,5,1,FALSE,FALSE,FALSE,FALSE,FALSE
2044,F,H,1,DIPLOMA,"SPANISH B, SL",7,6,5,1,FALSE,FALSE,FALSE,TRUE,FALSE
2044,F,H,1,DIPLOMA,"ENVIRONMENTAL SYSTEMS AND SOCIETIES, SL",3,4,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
2044,F,H,1,DIPLOMA,"HISTORY, HL",6,5,4,1,FALSE,FALSE,FALSE,TRUE,FALSE
2044,F,H,1,DIPLOMA,"MATHEMATICS, SL",4,4,3,1,FALSE,FALSE,FALSE,TRUE,TRUE
2044,F,H,1,DIPLOMA,"FILM, HL",4,3,4,1,TRUE,FALSE,FALSE,FALSE,FALSE
2044,F,H,1,DIPLOMA,"THEORY OF KNOWLEDGE., TK",4,2,3,1,TRUE,FALSE,FALSE,FALSE,FALSE
6101,F,H,0,DIPLOMA,"ENGLISH A: Language and Literature, HL",3,2,3,1,TRUE,FALSE,FALSE,FALSE,FALSE
6101,F,H,0,DIPLOMA,"SPANISH B, SL",6,5,5,1,FALSE,FALSE,FALSE,FALSE,FALSE
6101,F,H,0,DIPLOMA,"HISTORY, HL",5,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
6101,F,H,0,DIPLOMA,"BIOLOGY, SL",3,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
6101,F,H,0,DIPLOMA,"MATHEMATICS, SL",3,4,2,1,FALSE,FALSE,FALSE,TRUE,FALSE
6101,F,H,0,DIPLOMA,"THEATRE, HL",5,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
6101,F,H,0,DIPLOMA,"THEORY OF KNOWLEDGE., TK",4,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
6375,F,H,0,DIPLOMA,"ENGLISH A: Language and Literature, HL",2,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE
6375,F,H,0,DIPLOMA,"SPANISH B, SL",6,7,6,1,FALSE,FALSE,FALSE,FALSE,FALSE
6375,F,H,0,DIPLOMA,"ENVIRONMENTAL SYSTEMS AND SOCIETIES, SL",2,2,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
6375,F,H,0,DIPLOMA,"HISTORY, HL",2,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
6375,F,H,0,DIPLOMA,"BIOLOGY, HL",2,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
6375,F,H,0,DIPLOMA,"MATH.STUDIES, SL",1,4,2,1,FALSE,TRUE,FALSE,FALSE,FALSE
6375,F,H,0,DIPLOMA,"THEORY OF KNOWLEDGE., TK",1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
2476,F,H,1,COURSE,"ENGLISH A: Language and Literature, HL",3,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
2476,F,H,1,COURSE,"SPANISH B, HL",7,7,7,1,FALSE,FALSE,FALSE,FALSE,FALSE
2476,F,H,1,COURSE,"HISTORY, HL",4,4,3,1,FALSE,FALSE,FALSE,TRUE,TRUE
